Carrera;IdCampus;Sexo;CicloIngreso;InstitucionBach_Encoded;TieneBeca;PorcentajeBeca_Promedio;MateriasInscritas_C1;MateriasAprobadas_C1;MateriasReprobadas_C1;TasaAprobacion_C1;PromedioCiclo_C1;MateriasInscritas_C2;MateriasAprobadas_C2;MateriasReprobadas_C2;TasaAprobacion_C2;PromedioCiclo_C2;TotalMateriasInscritas_Anio1;TotalMateriasAprobadas_Anio1;TotalMateriasReprobadas_Anio1;TasaAprobacion_Anio1;PromedioGeneral_Anio1;Deserto
2017-109;1;102301;01-2021;0.16667;0;NULL;4;2;2;0.5;6.44;4;2;1;0.5;5.15;8;4;3;0.5;5.79;0
2018-219;1;102302;01-2021;0.22727;0;NULL;3;3;0;1;8.62;3;3;0;1;8.84;6;6;0;1;8.73;0
2016-302;1;102302;01-2021;0.00000;0;NULL;5;5;0;1;7.79;5;3;1;0.6;6;10;8;1;0.8;6.9;0
2018-219;1;102301;01-2021;0.21053;0;NULL;3;1;2;0.3333;4.08;2;0;2;0;0.85;5;1;4;0.2;2.47;1
2019-211;1;102302;01-2022;0.09091;0;NULL;5;5;0;1;8.75;5;5;0;1;8.72;10;10;0;1;8.74;0
2019-701;1;102301;01-2022;0.14008;0;NULL;6;5;0;0.8333;6.54;5;4;0;0.8;6.16;11;9;0;0.8182;6.35;0
2017-109;1;102301;01-2022;0.09351;0;NULL;5;0;0;0;0;5;0;5;0;0.76;10;0;5;0;0.38;1
2017-106;1;102302;01-2022;0.09351;0;NULL;5;2;2;0.4;5.36;4;2;0;0.5;4.52;9;4;2;0.4444;4.94;0
2023-404;1;102301;01-2023;0.05063;0;NULL;3;3;0;1;7.72;3;0;0;0;0;6;3;0;0.5;3.86;0
2024-110;1;102301;01-2024;0.11765;0;NULL;6;6;0;1;8.39;4;4;0;1;7.97;10;10;0;1;8.18;0
2024-110;1;102301;01-2024;0.09091;0;NULL;4;3;1;0.75;7.16;4;4;0;1;6.88;8;7;1;0.875;7.02;0
2024-206;1;102302;01-2024;0.25000;0;NULL;4;0;0;0;0;3;3;0;1;8.15;7;3;0;0.4286;4.08;0
2024-219;1;102302;01-2024;0.11515;0;NULL;2;2;0;1;8.44;5;5;0;1;8.48;7;7;0;1;8.46;0
2024-413;1;102301;01-2024;0.10101;0;NULL;4;4;0;1;8.8;5;5;0;1;8.09;9;9;0;1;8.44;0
2016-302;1;102302;01-2020;0.05675;0;NULL;4;4;0;1;8.17;4;4;0;1;8.27;8;8;0;1;8.22;0
2017-105;1;102302;01-2020;0.05675;1;50;4;4;0;1;7.89;4;2;2;0.5;6.12;8;6;2;0.75;7.01;0
2014-702;1;102301;01-2020;0.09091;0;NULL;5;5;0;1;9.83;5;0;0;0;2.74;10;5;0;0.5;6.29;1
2019-405;1;102302;01-2020;0.09091;0;NULL;6;5;1;0.8333;7.43;5;4;0;0.8;6.67;11;9;1;0.8182;7.05;0
2016-413;1;102302;01-2020;0.10101;0;NULL;5;5;0;1;7.77;4;4;0;1;8.69;9;9;0;1;8.23;0
2017-109;1;102301;01-2020;0.10101;0;NULL;4;2;0;0.5;3.27;4;2;2;0.5;5.2;8;4;2;0.5;4.23;0
2019-414;1;102302;01-2020;0.10714;0;NULL;5;4;0;0.8;6.09;5;4;0;0.8;6.25;10;8;0;0.8;6.17;0
2019-209;1;102302;01-2020;0.12817;0;NULL;5;5;0;1;8.09;4;3;1;0.75;7.2;9;8;1;0.8889;7.64;0
2016-203;1;102301;01-2020;0.30675;0;NULL;4;4;0;1;8.24;4;4;0;1;8.09;8;8;0;1;8.16;1
2016-203;1;102301;01-2020;0.05675;0;NULL;4;4;0;1;8.02;4;4;0;1;8.63;8;8;0;1;8.32;0
2009-441;1;102301;01-2020;0.17448;0;NULL;6;5;1;0.8333;7.38;3;3;0;1;8.07;9;8;1;0.8889;7.72;1
2014-702;1;102301;01-2021;0.06897;0;NULL;5;4;0;0.8;6.49;5;3;1;0.6;5.96;10;7;1;0.7;6.23;0
2016-301;1;102301;01-2021;0.06667;0;NULL;5;5;0;1;8.36;4;4;0;1;7.98;9;9;0;1;8.17;0
2019-405;1;102302;01-2021;0.16667;0;NULL;4;4;0;1;7.72;4;3;1;0.75;7.23;8;7;1;0.875;7.47;0
2018-219;1;102302;01-2021;0.06329;0;NULL;3;3;0;1;8.29;3;3;0;1;8.58;6;6;0;1;8.44;0
2018-219;1;102302;01-2021;0.15675;0;NULL;3;3;0;1;8.23;3;3;0;1;8.71;6;6;0;1;8.47;1
2018-206;1;102302;01-2021;0.27273;0;NULL;4;4;0;1;7.9;2;2;0;1;6.69;6;6;0;1;7.29;0
2016-301;1;102302;01-2021;0.07778;0;NULL;4;4;0;1;6.98;5;4;0;0.8;7.08;9;8;0;0.8889;7.03;0
2018-206;1;102301;01-2021;0.22341;0;NULL;4;4;0;1;9.02;3;3;0;1;9.66;7;7;0;1;9.34;0
2021-413;1;102301;01-2021;0.09259;0;NULL;5;5;0;1;8.03;4;4;0;1;8.59;9;9;0;1;8.31;0
2022-702;1;102301;01-2022;0.05556;0;NULL;4;2;2;0.5;5.34;3;1;1;0.3333;4.29;7;3;3;0.4286;4.82;0
2022-802;1;102302;01-2022;0.11515;0;NULL;5;4;0;0.8;5.83;4;4;0;1;7.91;9;8;0;0.8889;6.87;0
2019-404;1;102302;01-2022;0.05675;1;66.67;5;4;1;0.8;7.9;6;6;0;1;7.6;11;10;1;0.9091;7.75;0
2016-301;1;102301;01-2022;0.04202;0;NULL;5;5;0;1;8.43;5;4;0;0.8;6.16;10;9;0;0.9;7.3;0
2018-219;1;102302;01-2022;0.14173;0;NULL;3;3;0;1;8.66;4;4;0;1;8.02;7;7;0;1;8.34;0
2017-106;1;102301;01-2022;0.10714;0;NULL;4;2;0;0.5;3.65;4;2;0;0.5;3.9;8;4;0;0.5;3.77;0
2018-206;1;102302;01-2022;0.04762;0;NULL;3;3;0;1;9.13;2;2;0;1;7.27;5;5;0;1;8.2;0
2017-104;1;102301;01-2022;0.05675;0;NULL;4;2;0;0.5;4.31;4;3;0;0.75;6.34;8;5;0;0.625;5.33;0
2017-106;1;102301;01-2022;0.02158;0;NULL;4;4;0;1;7.08;4;2;1;0.5;4.67;8;6;1;0.75;5.87;0
2021-413;1;102301;01-2022;0.06250;1;66.67;5;5;0;1;8.69;5;5;0;1;8.76;10;10;0;1;8.72;0
2017-104;1;102301;01-2022;0.10101;1;86.3;4;4;0;1;7.96;4;3;0;0.75;6.61;8;7;0;0.875;7.29;0
2019-409;1;102302;01-2022;0.12500;0;NULL;6;2;4;0.3333;3.21;3;1;2;0.3333;4.88;9;3;6;0.3333;4.04;0
2019-211;1;102302;01-2022;0.00000;1;100;5;5;0;1;8.61;5;5;0;1;8.44;10;10;0;1;8.53;0
2021-202;1;102301;01-2022;0.11515;0;NULL;5;5;0;1;7.73;4;4;0;1;7.84;9;9;0;1;7.79;0
2017-301;1;102301;01-2022;0.04762;0;NULL;3;0;3;0;2.57;5;5;0;1;8.29;8;5;3;0.625;5.43;0
2018-444;1;102301;01-2022;0.17448;0;NULL;6;5;1;0.8333;6.97;3;1;2;0.3333;6.19;9;6;3;0.6667;6.58;0
2023-404;1;102301;01-2023;0.06329;0;NULL;5;3;0;0.6;5.03;5;4;0;0.8;6.98;10;7;0;0.7;6;0
2022-109;1;102301;01-2023;0.19608;0;NULL;4;4;0;1;8.58;4;4;0;1;8.46;8;8;0;1;8.52;0
2023-404;1;102301;01-2023;0.07407;0;NULL;4;2;1;0.5;4.83;4;3;0;0.75;6.7;8;5;1;0.625;5.76;0
2018-206;1;102302;01-2023;0.15000;0;NULL;3;3;0;1;9.09;3;3;0;1;9.3;6;6;0;1;9.2;0
2018-219;1;102302;01-2023;0.04202;0;NULL;3;3;0;1;9.4;4;4;0;1;9.31;7;7;0;1;9.36;0
2018-206;1;102301;01-2023;0.15675;0;NULL;3;3;0;1;9.24;3;3;0;1;8.62;6;6;0;1;8.93;0
2018-219;1;102302;01-2023;0.16667;0;NULL;3;1;2;0.3333;6.18;3;1;2;0.3333;5.35;6;2;4;0.3333;5.76;0
2018-441;1;102301;01-2023;0.17448;0;NULL;6;5;1;0.8333;7.54;5;5;0;1;7.15;11;10;1;0.9091;7.35;0
2024-104;1;102301;01-2024;0.09351;0;NULL;4;2;2;0.5;6.69;4;2;0;0.5;4.49;8;4;2;0.5;5.59;1
2024-103;1;102301;01-2024;0.16176;0;NULL;4;2;0;0.5;4.32;3;2;0;0.6667;5.4;7;4;0;0.5714;4.86;0
2024-209;1;102301;01-2024;0.17448;0;NULL;5;5;0;1;7.82;5;5;0;1;8.76;10;10;0;1;8.29;0
2022-103;1;102301;01-2024;0.11765;0;NULL;5;5;0;1;8.59;3;0;2;0;2.8;8;5;2;0.625;5.7;0
2024-301;1;102302;01-2024;0.09735;0;NULL;4;4;0;1;8.23;4;2;0;0.5;3.48;8;6;0;0.75;5.86;0
2024-206;1;102301;01-2024;0.19960;1;0;3;3;0;1;8.7;3;3;0;1;8.57;6;6;0;1;8.63;0
2024-303;1;102301;01-2024;0.09091;0;NULL;5;5;0;1;8.66;5;4;0;0.8;6.76;10;9;0;0.9;7.71;0
2024-219;1;102302;01-2024;0.10256;0;NULL;3;3;0;1;8.29;4;4;0;1;7.78;7;7;0;1;8.03;0
2024-305;1;102302;01-2024;0.10714;0;NULL;4;4;0;1;9.19;4;4;0;1;8.19;8;8;0;1;8.69;0
2024-702;1;102301;01-2024;0.05675;0;NULL;4;4;0;1;8.59;5;5;0;1;7.86;9;9;0;1;8.23;0
2024-206;1;102302;01-2024;0.07407;0;NULL;3;3;0;1;6.73;3;3;0;1;8.19;6;6;0;1;7.46;0
2024-109;1;102301;01-2024;0.09351;0;NULL;5;3;1;0.6;5.33;4;0;4;0;3.86;9;3;5;0.3333;4.59;1
2024-701;1;102301;01-2024;0.11230;0;NULL;5;5;0;1;8.47;6;6;0;1;8.23;11;11;0;1;8.35;0
2024-403;1;102301;01-2024;0.16176;0;NULL;5;2;1;0.4;3.08;2;1;1;0.5;5.51;7;3;2;0.4286;4.3;0
2024-402;1;102301;01-2024;0.15873;0;NULL;4;0;0;0;0;4;0;1;0;0.51;8;0;1;0;0.25;1
2024-208;1;102301;01-2024;0.31818;0;NULL;4;4;0;1;8.43;4;4;0;1;8.92;8;8;0;1;8.67;1
2024-206;1;102302;01-2024;0.07778;0;NULL;3;2;1;0.6667;7.11;4;4;0;1;8.02;7;6;1;0.8571;7.56;1
2023-104;1;102301;03-2023;0.07778;0;NULL;3;1;0;0.3333;2.43;3;0;0;0;0;6;1;0;0.1667;1.21;0
2017-109;1;102301;01-2020;0.05675;0;NULL;4;2;1;0.5;5.38;4;4;0;1;7.36;8;6;1;0.75;6.37;0
2017-106;1;102302;01-2020;0.05675;1;100;4;4;0;1;9.05;4;4;0;1;7.87;8;8;0;1;8.46;0
2016-413;1;102301;01-2020;0.10101;0;NULL;5;5;0;1;8.13;3;3;0;1;7.32;8;8;0;1;7.72;0
2018-219;1;102301;01-2021;0.14173;0;NULL;3;3;0;1;9.1;3;3;0;1;9.03;6;6;0;1;9.07;0
2016-302;1;102302;01-2021;0.00000;0;NULL;4;4;0;1;8.63;5;5;0;1;7.93;9;9;0;1;8.28;0
2021-202;1;102302;01-2021;0.04762;0;NULL;4;4;0;1;7.86;3;3;0;1;8.16;7;7;0;1;8.01;0
2017-106;1;102302;01-2021;0.06329;0;NULL;6;5;0;0.8333;7.54;3;3;0;1;6.77;9;8;0;0.8889;7.16;0
2017-109;1;102301;01-2021;0.02158;0;NULL;4;4;0;1;7.77;4;3;0;0.75;6.02;8;7;0;0.875;6.89;0
2018-219;1;102301;01-2021;0.00000;0;NULL;3;3;0;1;8.12;2;2;0;1;8.09;5;5;0;1;8.1;0
2019-209;1;102302;01-2021;0.06667;0;NULL;5;5;0;1;8.62;5;5;0;1;8.89;10;10;0;1;8.75;0
2017-104;1;102301;01-2021;0.04762;0;NULL;5;5;0;1;7.95;6;6;0;1;8.11;11;11;0;1;8.03;0
2013-703;1;102301;01-2021;0.45313;0;NULL;6;5;1;0.8333;7.51;5;5;0;1;7.79;11;10;1;0.9091;7.65;0
2018-206;1;102302;01-2022;0.21053;0;NULL;3;3;0;1;8.18;2;2;0;1;8.65;5;5;0;1;8.41;0
2017-109;1;102301;01-2022;0.10714;0;NULL;4;2;1;0.5;4.99;4;3;0;0.75;6.27;8;5;1;0.625;5.63;0
2018-219;1;102302;01-2022;0.14815;0;NULL;3;3;0;1;9.24;3;3;0;1;8.95;6;6;0;1;9.09;0
2017-105;1;102302;01-2022;0.14173;0;NULL;6;2;2;0.3333;4.64;2;0;2;0;5.03;8;2;4;0.25;4.83;1
2017-106;1;102302;01-2022;0.09524;0;NULL;5;2;2;0.4;4.98;3;1;1;0.3333;3.09;8;3;3;0.375;4.04;0
2023-405;1;102302;01-2023;0.02158;1;75;5;3;0;0.6;5;4;2;1;0.5;5.06;9;5;1;0.5556;5.03;0
2023-405;1;102301;01-2023;0.09524;0;NULL;4;2;1;0.5;5.31;4;2;2;0.5;7.41;8;4;3;0.5;6.36;0
2021-413;1;102302;01-2023;0.09735;0;NULL;5;5;0;1;8.17;5;5;0;1;8.15;10;10;0;1;8.16;0
2023-404;1;102302;01-2023;0.09524;0;NULL;3;2;1;0.6667;8.13;6;6;0;1;8.55;9;8;1;0.8889;8.34;0
2023-305;1;102302;01-2023;0.02158;0;NULL;5;5;0;1;8.32;4;4;0;1;8.76;9;9;0;1;8.54;0
2022-416;1;102302;01-2023;0.22341;0;NULL;3;2;0;0.6667;4.38;2;0;2;0;1.15;5;2;2;0.4;2.77;1
2021-413;1;102302;01-2023;0.02158;0;NULL;5;5;0;1;9.35;4;4;0;1;9.6;9;9;0;1;9.48;0
2019-209;1;102302;01-2023;0.08511;0;NULL;5;5;0;1;7.98;5;4;0;0.8;6.18;10;9;0;0.9;7.08;0
2024-305;1;102301;01-2024;0.07778;0;NULL;4;0;0;0;0;4;4;0;1;8.38;8;4;0;0.5;4.19;0
2024-403;1;102301;01-2024;0.05675;0;NULL;5;3;1;0.6;5.14;4;3;0;0.75;5.03;9;6;1;0.6667;5.08;0
2024-206;1;102301;01-2024;0.07407;0;NULL;3;3;0;1;7.93;3;3;0;1;7.35;6;6;0;1;7.64;0
2024-215;1;102301;01-2024;0.15385;0;NULL;5;3;2;0.6;6.96;5;5;0;1;8.21;10;8;2;0.8;7.58;0
2018-219;1;102302;01-2020;0.05675;0;NULL;4;4;0;1;8.28;2;2;0;1;9.15;6;6;0;1;8.72;0
2017-106;1;102302;01-2022;0.11111;0;NULL;4;2;0;0.5;3.97;4;2;1;0.5;5.45;8;4;1;0.5;4.71;0
2024-301;1;102302;01-2024;0.09351;0;NULL;4;4;0;1;8.32;4;4;0;1;9.02;8;8;0;1;8.67;0
2024-202;1;102301;01-2024;0.25490;0;NULL;5;5;0;1;8.79;5;5;0;1;8.48;10;10;0;1;8.63;0
2024-103;1;102301;01-2024;0.11111;0;NULL;4;3;0;0.75;5.28;4;1;2;0.25;4.56;8;4;2;0.5;4.92;0
2014-702;1;102301;01-2020;0.00000;0;NULL;5;3;2;0.6;6.44;3;1;2;0.3333;5.5;8;4;4;0.5;5.97;0
2017-102;1;102301;01-2020;0.30675;0;NULL;4;2;1;0.5;5.32;4;4;0;1;7.06;8;6;1;0.75;6.19;0
2017-104;1;102302;01-2021;0.11515;0;NULL;4;4;0;1;7.79;5;5;0;1;7.13;9;9;0;1;7.46;0
2017-109;1;102301;01-2021;0.10256;0;NULL;4;4;0;1;7.87;5;2;0;0.4;3.76;9;6;0;0.6667;5.82;1
2017-103;1;102301;01-2021;0.09351;0;NULL;4;2;1;0.5;5.36;4;2;1;0.5;4.82;8;4;2;0.5;5.09;0
2017-109;1;102301;01-2021;0.19608;0;NULL;4;2;2;0.5;6.42;4;1;2;0.25;3.63;8;3;4;0.375;5.02;0
2018-219;1;102301;01-2021;0.10101;0;NULL;4;3;0;0.75;6.56;3;3;0;1;8.7;7;6;0;0.8571;7.63;0
2021-202;1;102302;01-2022;0.11925;0;NULL;5;5;0;1;8.02;2;2;0;1;8.46;7;7;0;1;8.24;0
2023-104;1;102302;01-2023;0.19608;0;NULL;3;2;1;0.6667;8.15;3;2;0;0.6667;6.19;6;4;1;0.6667;7.17;1
2024-304;1;102302;01-2024;0.25714;1;100;4;4;0;1;7.85;5;5;0;1;7.82;9;9;0;1;7.84;0
2024-413;1;102302;01-2024;0.11925;0;NULL;5;5;0;1;8.9;5;5;0;1;8.3;10;10;0;1;8.6;0
2017-106;1;102302;01-2020;0.02158;0;NULL;4;4;0;1;7.67;5;4;1;0.8;6.77;9;8;1;0.8889;7.22;0
2019-405;1;102302;01-2020;0.11230;0;NULL;5;5;0;1;8.27;5;5;0;1;8.55;10;10;0;1;8.41;0
2017-104;1;102301;01-2020;0.07778;0;NULL;4;4;0;1;9.47;4;4;0;1;7.94;8;8;0;1;8.7;0
2017-107;1;102301;01-2020;0.07778;1;40;4;4;0;1;7.37;4;2;0;0.5;3.46;8;6;0;0.75;5.41;0
2017-301;1;102301;01-2020;0.12500;0;NULL;4;2;2;0.5;4.61;6;4;2;0.6667;6.17;10;6;4;0.6;5.39;0
2009-444;1;102301;01-2020;0.17448;0;NULL;7;7;0;1;8.36;5;5;0;1;8.46;12;12;0;1;8.41;0
2014-702;1;102301;01-2021;0.11765;0;NULL;5;5;0;1;7.12;5;4;0;0.8;6.48;10;9;0;0.9;6.8;0
2019-409;1;102302;01-2021;0.05000;1;100;5;5;0;1;8.8;5;5;0;1;8.2;10;10;0;1;8.5;0
2017-104;1;102301;01-2021;0.02158;0;NULL;5;5;0;1;9.28;5;5;0;1;8.74;10;10;0;1;9.01;0
2017-104;1;102301;01-2021;0.11801;0;NULL;4;3;1;0.75;6.1;4;0;3;0;1.15;8;3;4;0.375;3.62;0
2018-301;1;102301;01-2021;0.11230;0;NULL;4;0;4;0;2.19;4;2;2;0.5;4.52;8;2;6;0.25;3.36;0
2019-701;1;102301;01-2021;0.12000;0;NULL;5;4;0;0.8;6.73;5;5;0;1;8.09;10;9;0;0.9;7.41;0
2018-206;1;102302;01-2021;0.06329;0;NULL;3;3;0;1;7.36;2;0;2;0;0.33;5;3;2;0.6;3.84;1
2016-302;1;102302;01-2021;0.14634;0;NULL;5;5;0;1;8.12;5;5;0;1;8.25;10;10;0;1;8.18;0
2018-441;1;102301;01-2021;0.17448;0;NULL;6;6;0;1;8.15;5;5;0;1;8.61;11;11;0;1;8.38;1
2021-202;1;102302;01-2022;0.14634;0;NULL;5;5;0;1;7.51;5;2;2;0.4;5.16;10;7;2;0.7;6.34;0
2016-302;1;102301;01-2022;0.09351;1;50;5;5;0;1;9.09;5;5;0;1;7.89;10;10;0;1;8.49;0
2017-105;1;102301;01-2022;0.02158;0;NULL;4;2;0;0.5;3.7;3;1;1;0.3333;4.75;7;3;1;0.4286;4.23;0
2017-106;1;102301;01-2022;0.17448;0;NULL;4;4;0;1;7.76;3;2;0;0.6667;4.78;7;6;0;0.8571;6.27;0
2016-302;1;102302;01-2022;0.10714;0;NULL;4;4;0;1;9.09;5;4;0;0.8;6.75;9;8;0;0.8889;7.92;0
2022-702;1;102301;01-2022;0.09091;0;NULL;4;2;1;0.5;4.43;3;0;1;0;1.31;7;2;2;0.2857;2.87;1
2016-303;1;102302;01-2022;0.10753;0;NULL;5;5;0;1;8.72;5;5;0;1;9.09;10;10;0;1;8.91;0
2022-109;1;102301;01-2023;0.10101;0;NULL;5;3;1;0.6;5.26;3;0;2;0;1.83;8;3;3;0.375;3.54;0
2023-106;1;102301;01-2023;0.09091;0;NULL;4;2;2;0.5;6.39;4;0;2;0;1.88;8;2;4;0.25;4.13;0
2022-105;1;102302;01-2023;0.12500;0;NULL;4;1;2;0.25;3.94;3;1;0;0.3333;2.45;7;2;2;0.2857;3.2;0
2022-103;1;102301;01-2023;0.17448;0;NULL;4;1;0;0.25;2.14;4;4;0;1;7.06;8;5;0;0.625;4.6;0
2021-202;1;102302;01-2023;0.14286;0;NULL;5;5;0;1;8.68;4;4;0;1;8.54;9;9;0;1;8.61;0
2018-219;1;102301;01-2023;0.11515;0;NULL;3;3;0;1;8.02;3;3;0;1;8.95;6;6;0;1;8.48;0
2022-416;1;102302;01-2023;0.04762;0;NULL;3;3;0;1;9.51;4;4;0;1;8.59;7;7;0;1;9.05;0
2023-701;1;102301;01-2023;0.23077;0;NULL;6;4;2;0.6667;6.61;4;2;1;0.5;5.48;10;6;3;0.6;6.05;0
2018-441;1;102301;01-2023;0.17448;0;NULL;6;6;0;1;7.41;5;4;1;0.8;6.98;11;10;1;0.9091;7.2;0
2024-701;1;102301;01-2024;0.05675;0;NULL;5;5;0;1;7.59;6;5;0;0.8333;6.75;11;10;0;0.9091;7.17;0
2024-103;1;102301;01-2024;0.10101;0;NULL;4;2;0;0.5;4.21;4;3;0;0.75;4.83;8;5;0;0.625;4.52;0
2024-702;1;102301;01-2024;0.07407;0;NULL;4;0;0;0;0;5;5;0;1;7.31;9;5;0;0.5556;3.66;1
2024-206;1;102302;01-2024;0.09351;0;NULL;3;3;0;1;8.94;3;3;0;1;9.15;6;6;0;1;9.04;0
2024-305;1;102301;01-2024;0.06667;0;NULL;5;5;0;1;8.89;4;0;0;0;0;9;5;0;0.5556;4.45;0
2024-702;1;102301;01-2024;0.09351;0;NULL;4;2;0;0.5;4.03;3;0;3;0;3.68;7;2;3;0.2857;3.85;0
2024-701;1;102301;01-2024;0.06897;0;NULL;5;5;0;1;8.12;6;5;1;0.8333;7.77;11;10;1;0.9091;7.94;0
2024-219;1;102302;01-2024;0.11925;0;NULL;3;2;1;0.6667;6.34;4;3;1;0.75;7.36;7;5;2;0.7143;6.85;0
2017-106;1;102301;01-2020;0.06329;0;NULL;4;4;0;1;8.16;4;4;0;1;7.47;8;8;0;1;7.81;0
2017-104;1;102302;01-2020;0.02158;0;NULL;5;5;0;1;8.8;4;4;0;1;7.73;9;9;0;1;8.27;0
2017-106;1;102301;01-2020;0.09351;0;NULL;4;1;1;0.25;2.95;5;3;2;0.6;6.13;9;4;3;0.4444;4.54;1
2017-109;1;102301;01-2020;0.12817;0;NULL;5;5;0;1;7.23;4;2;2;0.5;6.19;9;7;2;0.7778;6.71;0
2017-109;1;102301;01-2020;0.30675;0;NULL;4;4;0;1;7.58;5;3;1;0.6;5.84;9;7;1;0.7778;6.71;0
2017-109;1;102301;01-2020;0.02158;0;NULL;4;4;0;1;7.94;5;5;0;1;7.77;9;9;0;1;7.86;0
2017-109;1;102301;01-2020;0.09351;0;NULL;4;4;0;1;8;5;4;0;0.8;6.39;9;8;0;0.8889;7.19;0
2014-702;1;102301;01-2020;0.09351;0;NULL;5;2;0;0.4;4.93;3;3;0;1;7.53;8;5;0;0.625;6.23;0
2017-103;1;102301;01-2020;0.10101;0;NULL;4;1;3;0.25;2.66;3;0;3;0;0.44;7;1;6;0.1429;1.55;0
2018-206;1;102302;01-2020;0.04762;1;50;3;3;0;1;7.59;3;2;1;0.6667;6.38;6;5;1;0.8333;6.99;0
2018-219;1;102302;01-2020;0.00000;0;NULL;3;3;0;1;9.12;3;3;0;1;8.72;6;6;0;1;8.92;0
2018-206;1;102302;01-2020;0.14173;0;NULL;3;3;0;1;6.63;2;1;1;0.5;5.85;5;4;1;0.8;6.24;1
2014-702;1;102301;01-2020;0.26667;0;NULL;5;5;0;1;6.97;5;2;1;0.4;3.65;10;7;1;0.7;5.31;0
2016-302;1;102302;01-2020;0.14634;1;50;5;5;0;1;7.78;4;3;1;0.75;7.99;9;8;1;0.8889;7.88;0
2017-109;1;102301;01-2020;0.00000;0;NULL;4;2;1;0.5;5.45;3;3;0;1;7.69;7;5;1;0.7143;6.57;0
2019-404;1;102301;01-2020;0.05063;0;NULL;5;4;1;0.8;5.76;3;1;2;0.3333;5.27;8;5;3;0.625;5.51;0
2017-104;1;102301;01-2020;0.10714;1;100;4;4;0;1;8.78;5;5;0;1;8.45;9;9;0;1;8.61;0
2017-104;1;102301;01-2020;0.14815;0;NULL;4;2;2;0.5;5.93;5;2;1;0.4;3.37;9;4;3;0.4444;4.65;0
2014-802;1;102301;01-2020;0.30000;0;NULL;5;4;1;0.8;6.8;5;5;0;1;8.14;10;9;1;0.9;7.47;0
2018-219;1;102301;01-2020;0.14286;0;NULL;3;3;0;1;7.56;3;0;3;0;3.02;6;3;3;0.5;5.29;0
2018-206;1;102302;01-2020;0.15873;0;NULL;2;2;0;1;7.68;2;1;1;0.5;7.17;4;3;1;0.75;7.42;1
2016-203;1;102301;01-2020;0.05675;0;NULL;4;4;0;1;8.83;4;4;0;1;8.92;8;8;0;1;8.88;0
2016-413;1;102301;01-2020;0.55675;0;NULL;5;1;4;0.2;3.45;3;0;3;0;0.67;8;1;7;0.125;2.06;1
2008-449;1;102302;01-2020;0.09351;0;NULL;6;6;0;1;8.87;4;4;0;1;9.2;10;10;0;1;9.03;0
2016-303;1;102302;01-2021;0.27273;0;NULL;5;5;0;1;8.25;5;5;0;1;8.11;10;10;0;1;8.18;1
2016-302;1;102302;01-2021;0.25490;0;NULL;4;3;1;0.75;7.1;5;4;0;0.8;6.22;9;7;1;0.7778;6.66;0
2019-404;1;102302;01-2021;0.09259;0;NULL;5;4;1;0.8;7.72;6;6;0;1;8.1;11;10;1;0.9091;7.91;0
2019-209;1;102302;01-2021;0.05769;0;NULL;5;5;0;1;8.4;5;5;0;1;7.87;10;10;0;1;8.13;0
2021-202;1;102302;01-2021;0.05675;1;50;5;5;0;1;8.42;4;4;0;1;8.21;9;9;0;1;8.32;0
2019-403;1;102301;01-2021;0.28571;0;NULL;3;2;1;0.6667;6.73;2;2;0;1;7.21;5;4;1;0.8;6.97;0
2018-219;1;102302;01-2021;0.14634;0;NULL;3;3;0;1;8.9;4;4;0;1;8.2;7;7;0;1;8.55;0
2019-211;1;102302;01-2021;0.00000;0;NULL;5;4;1;0.8;6.29;4;4;0;1;7.79;9;8;1;0.8889;7.04;0
2019-209;1;102301;01-2021;0.05769;0;NULL;5;4;1;0.8;6.87;4;3;0;0.75;5.67;9;7;1;0.7778;6.27;0
2018-206;1;102302;01-2021;0.18750;0;NULL;3;2;1;0.6667;6.22;3;1;2;0.3333;4.44;6;3;3;0.5;5.33;0
2013-703;1;102301;01-2021;0.45313;0;NULL;6;5;1;0.8333;8.46;5;5;0;1;8.48;11;10;1;0.9091;8.47;1
2013-703;1;102301;01-2021;0.45313;0;NULL;6;3;3;0.5;7.06;2;2;0;1;8.04;8;5;3;0.625;7.55;1
2018-206;1;102302;01-2021;0.08602;0;NULL;3;3;0;1;8.38;2;2;0;1;7.86;5;5;0;1;8.12;0
2019-209;1;102302;01-2021;0.04762;0;NULL;5;5;0;1;8.51;4;4;0;1;7.58;9;9;0;1;8.04;0
2018-206;1;102301;01-2021;0.04762;0;NULL;3;3;0;1;7.72;2;2;0;1;8.63;5;5;0;1;8.17;0
2017-106;1;102301;01-2022;0.04762;0;NULL;6;2;1;0.3333;3.46;3;0;1;0;1.31;9;2;2;0.2222;2.39;0
2017-109;1;102301;01-2022;0.06329;0;NULL;4;1;3;0.25;4.62;3;0;0;0;0;7;1;3;0.1429;2.31;0
2017-103;1;102301;01-2022;0.09524;0;NULL;4;0;2;0;1.43;2;0;2;0;1.5;6;0;4;0;1.46;0
2017-109;1;102301;01-2022;0.17448;0;NULL;4;4;0;1;8.1;5;4;0;0.8;6.53;9;8;0;0.8889;7.31;0
2016-301;1;102302;01-2022;0.14634;0;NULL;5;5;0;1;8.87;5;5;0;1;8.8;10;10;0;1;8.83;0
2019-211;1;102302;01-2022;0.09351;0;NULL;5;5;0;1;9.22;5;5;0;1;8.94;10;10;0;1;9.08;0
